timestamp,lights,fan,ac_status,ac_temperature,ac_mode,heater_switch,laundry_machine,temperature,humidity,distance,season,ac_energy,ac_duration,heater_energy,heater_duration,lights_energy,lights_duration,laundry_energy,laundry_duration
2021-01-03 14:00:00,off,off,off,17.0,heat,on,off,13.7,61.9,85.3,winter,9.35,38.9,20.25,183.7,8.04,58.2,24.02,178.0
2021-01-03 18:00:00,off,off,off,19.0,heat,on,off,13.8,72.2,0.0032,winter,2.49,32.2,33.1,135.5,8.84,63.6,24.99,73.9
2021-01-03 20:00:00,on,on,off,17.0,heat,on,on,12.1,37.4,0.0096,winter,8.89,25.0,71.11,317.7,18.62,280.3,38.78,96.8
2021-01-04 08:00:00,off,on,off,17.0,heat,off,off,14.6,18.3,41.9,winter,7.04,15.0,31.25,168.2,2.41,103.4,13.11,118.9
2021-01-04 12:00:00,off,off,off,17.0,heat,on,off,13.3,65.9,0.0086,winter,5.6,40.3,38.97,184.4,6.06,102.1,31.44,74.8
2021-01-04 14:00:00,off,on,off,17.0,heat,off,off,13.7,10.7,97.2,winter,4.24,32.5,37.43,156.0,6.6,47.0,16.08,122.5
2021-01-04 18:00:00,off,on,off,17.0,heat,off,off,12.7,53.1,0.0079,winter,2.42,30.1,29.62,206.3,2.21,46.9,37.07,166.8
2021-01-04 20:00:00,on,off,off,17.0,heat,on,on,14.7,75.4,0.0065,winter,2.67,44.8,75.3,313.3,12.39,231.2,12.33,89.2
2021-01-05 08:00:00,off,on,off,16.0,heat,off,off,12.8,74.9,50.0,winter,5.51,26.3,31.93,157.8,9.57,56.0,24.32,130.6
2021-01-05 12:00:00,off,on,off,17.0,heat,on,off,12.6,32.8,0.007,winter,8.57,21.3,24.04,214.4,7.85,36.5,18.24,50.0
2021-01-05 14:00:00,off,off,off,17.0,heat,off,off,12.6,0.9,75.2,winter,9.72,37.7,35.35,222.9,9.42,113.6,22.43,134.5
2021-01-05 18:00:00,off,off,off,17.0,heat,on,off,13.8,33.0,0.0017,winter,6.4,40.2,25.99,222.5,3.91,74.1,19.61,93.4
2021-01-05 20:00:00,on,on,off,17.0,heat,on,on,12.9,5.2,0.0028,winter,9.91,39.9,52.15,383.2,10.85,240.7,30.83,45.4
2021-01-06 08:00:00,off,off,off,18.0,heat,off,off,13.6,32.4,96.7,winter,6.27,27.6,36.97,236.0,7.08,79.4,36.53,54.9
2021-01-06 12:00:00,off,off,off,16.0,heat,on,off,13.6,49.7,0.0054,winter,4.58,36.2,33.15,140.2,2.24,38.9,39.97,124.6
2021-01-06 14:00:00,off,off,off,17.0,heat,off,off,12.8,9.9,51.6,winter,7.61,42.0,28.0,200.6,4.29,33.2,17.91,140.4
2021-01-06 18:00:00,off,on,off,17.0,heat,off,off,13.8,15.9,0.003,winter,7.19,38.6,23.69,166.8,2.44,116.9,22.03,87.3
2021-01-06 20:00:00,on,off,off,17.0,heat,on,on,13.3,0.5,0.0095,winter,7.0,44.7,57.48,313.7,19.59,193.0,33.81,142.3
2021-01-07 08:00:00,off,off,off,17.0,heat,on,off,14.9,92.8,98.5,winter,3.16,15.4,37.01,221.7,3.71,81.0,21.04,153.7
2021-01-07 12:00:00,off,off,off,17.0,heat,on,off,13.8,47.1,0.0083,winter,3.58,16.6,24.02,213.8,4.38,69.0,15.62,158.6
2021-01-07 14:00:00,off,off,off,18.0,heat,on,off,13.6,0.7,94.7,winter,3.25,24.8,39.58,160.1,3.93,49.9,14.82,109.2
2021-01-07 18:00:00,off,on,off,17.0,heat,on,off,14.2,51.9,0.0086,winter,3.25,19.2,25.82,139.1,5.89,102.4,32.07,171.1
2021-01-07 20:00:00,on,off,off,17.0,heat,on,on,13.1,10.6,0.0036,winter,8.61,29.9,70.48,338.8,11.49,191.1,31.21,73.6
2021-01-08 08:00:00,off,on,off,16.0,heat,off,off,12.6,69.6,80.8,winter,4.27,24.7,26.63,169.5,2.09,51.2,31.76,58.5
2021-01-08 12:00:00,off,on,off,18.0,heat,on,off,14.3,76.3,0.0048,winter,7.62,18.9,34.35,209.7,3.67,73.3,24.73,106.8
2021-01-08 14:00:00,off,on,off,17.0,heat,on,off,13.9,82.1,38.6,winter,4.08,43.4,24.49,237.2,9.32,91.9,26.61,106.8
2021-01-08 18:00:00,off,off,off,17.0,heat,on,off,14.4,71.0,0.0077,winter,3.05,41.7,39.69,233.3,6.41,54.9,15.39,117.8
2021-01-08 20:00:00,on,off,off,17.0,heat,on,on,13.1,62.3,0.0036,winter,3.01,44.1,47.9,301.5,12.86,239.6,14.76,71.3
2021-01-09 08:00:00,off,off,off,17.0,heat,on,off,14.1,7.2,98.7,winter,9.65,24.0,35.91,187.4,9.38,119.9,33.52,143.7
2021-01-09 12:00:00,off,on,off,17.0,heat,off,off,13.5,3.9,0.0079,winter,3.64,41.5,37.65,174.8,3.56,92.2,17.83,74.2
2021-01-09 14:00:00,off,on,off,18.0,heat,on,off,13.2,21.6,40.1,winter,4.28,20.0,36.41,162.8,3.12,56.9,13.73,92.2
2021-01-09 18:00:00,off,off,off,17.0,heat,on,off,12.2,97.1,0.0087,winter,5.0,29.5,38.21,131.0,3.88,95.4,39.05,69.7
2021-01-09 20:00:00,on,off,off,16.0,heat,on,on,13.0,51.1,0.0073,winter,6.75,30.7,60.62,270.7,15.26,281.1,23.85,172.7
2021-01-10 08:00:00,off,off,off,16.0,heat,on,off,12.6,2.8,72.8,winter,8.38,22.2,20.84,143.0,6.59,111.4,30.87,80.2
2021-01-10 12:00:00,off,on,off,19.0,heat,on,off,14.7,8.9,0.0004,winter,9.11,32.6,29.74,204.3,2.92,76.2,36.02,142.5
2021-01-10 14:00:00,off,off,off,18.0,heat,on,off,13.6,98.5,25.9,winter,3.6,19.7,34.28,224.3,2.36,118.4,14.22,68.8
2021-01-10 18:00:00,off,on,off,18.0,heat,on,off,14.8,80.1,0.0033,winter,3.01,43.0,24.67,178.2,8.21,78.6,27.38,175.0
2021-01-10 20:00:00,on,off,off,17.0,heat,on,on,12.7,3.8,0.0057,winter,5.2,25.9,49.03,267.6,10.38,240.1,21.1,35.9
2021-01-11 08:00:00,off,on,off,18.0,heat,off,off,14.5,53.3,62.7,winter,7.41,26.4,23.65,120.6,7.95,67.9,39.11,179.8
2021-01-11 12:00:00,off,on,off,16.0,heat,off,off,12.4,62.8,0.0032,winter,8.51,39.6,32.92,161.3,3.95,64.1,18.59,148.1
2021-01-11 14:00:00,off,off,off,17.0,heat,off,off,13.1,44.5,78.0,winter,5.24,42.8,28.07,120.5,3.29,42.8,27.04,44.6
2021-01-11 18:00:00,off,on,off,16.0,heat,on,off,12.3,50.9,0.0099,winter,8.56,43.3,34.57,190.7,5.83,119.8,10.27,107.7
2021-01-11 20:00:00,on,on,off,18.0,heat,on,on,13.6,40.1,0.007,winter,6.91,23.5,76.07,412.8,12.92,254.6,12.52,62.9
2021-01-12 08:00:00,off,off,off,17.0,heat,on,off,13.1,65.6,92.8,winter,7.29,27.5,36.86,164.9,5.26,117.5,27.34,36.3
2021-01-12 12:00:00,off,on,off,19.0,heat,off,off,14.4,12.6,0.0044,winter,5.94,28.5,28.03,206.2,6.8,54.9,25.68,62.3
2021-01-12 14:00:00,off,off,off,19.0,heat,off,off,14.6,22.5,80.1,winter,6.58,26.1,35.86,220.4,7.5,115.0,38.98,122.8
2021-01-12 18:00:00,off,off,off,17.0,heat,off,off,14.1,78.1,0.0021,winter,7.01,44.8,35.37,223.0,5.43,81.8,39.83,75.8
2021-01-12 20:00:00,on,off,off,17.0,heat,on,on,12.5,97.2,0.0035,winter,8.98,23.9,66.79,453.1,11.35,217.8,30.94,171.3
2021-01-13 08:00:00,off,on,off,18.0,heat,on,off,14.3,76.9,91.4,winter,5.0,23.5,37.7,191.9,6.14,66.1,39.18,145.8
2021-01-13 12:00:00,off,on,off,16.0,heat,on,off,13.3,88.6,0.0001,winter,3.17,43.7,25.5,134.8,5.08,89.5,13.34,110.7
2021-01-13 14:00:00,off,off,off,20.0,heat,on,off,14.9,66.5,69.1,winter,2.84,27.1,34.0,170.4,3.29,90.9,19.75,57.1
2021-01-13 18:00:00,off,on,off,17.0,heat,off,off,13.5,94.9,0.0075,winter,6.26,28.2,39.43,148.3,6.17,97.5,33.91,134.5
2021-01-13 20:00:00,on,off,off,17.0,heat,on,on,14.5,36.5,0.0088,winter,9.61,17.7,78.56,352.8,16.73,296.7,28.52,131.5
2021-01-14 08:00:00,off,off,off,18.0,heat,off,off,12.8,19.3,58.3,winter,7.02,32.4,34.13,196.7,2.58,106.0,22.78,80.3
2021-01-14 12:00:00,off,off,off,17.0,heat,on,off,13.3,24.1,0.0095,winter,8.12,27.2,31.58,180.0,7.26,62.7,27.32,145.4
2021-01-14 14:00:00,off,off,off,18.0,heat,off,off,14.9,19.8,31.9,winter,9.11,28.7,36.84,160.4,8.98,54.1,17.86,108.0
2021-01-14 18:00:00,off,on,off,16.0,heat,off,off,12.6,59.0,0.0071,winter,4.66,42.5,37.14,233.4,4.87,93.0,33.87,52.8
2021-01-14 20:00:00,on,on,off,17.0,heat,on,on,12.5,97.1,0.0,winter,5.49,25.8,46.02,459.0,10.26,261.1,25.79,144.5
2021-01-15 08:00:00,off,on,off,16.0,heat,off,off,14.6,42.2,31.7,winter,4.35,20.7,23.63,228.7,9.15,115.1,26.14,129.0
2021-01-15 12:00:00,off,off,off,16.0,heat,off,off,14.9,59.2,0.0012,winter,9.55,32.1,39.85,187.3,2.36,118.0,37.14,80.9
2021-01-15 14:00:00,off,off,off,17.0,heat,on,off,12.6,4.9,90.3,winter,4.41,43.4,29.51,236.1,8.46,35.8,17.21,174.9
2021-01-15 18:00:00,off,off,off,16.0,heat,on,off,12.9,78.4,0.0095,winter,4.44,18.5,30.38,160.0,7.91,39.1,32.07,32.2
2021-01-15 20:00:00,on,off,off,16.0,heat,on,on,13.1,84.6,0.0076,winter,2.75,15.1,74.19,249.3,13.61,234.7,21.32,136.0
2021-01-16 08:00:00,off,on,off,17.0,heat,off,off,13.9,20.8,21.4,winter,4.77,43.2,37.41,203.8,8.12,112.1,22.3,79.7
2021-01-16 12:00:00,off,off,off,16.0,heat,off,off,12.5,50.7,0.0062,winter,8.72,16.3,34.36,151.4,7.77,33.0,20.36,57.7
2021-01-16 14:00:00,off,off,off,17.0,heat,off,off,12.8,94.3,27.2,winter,9.98,20.4,30.4,129.9,8.22,89.1,30.7,87.5
2021-01-16 18:00:00,off,on,off,18.0,heat,off,off,13.6,0.5,0.0028,winter,6.84,40.1,25.88,234.9,3.25,114.0,38.21,105.5
2021-01-16 20:00:00,on,off,off,18.0,heat,on,on,13.9,68.9,0.0043,winter,3.74,20.7,43.61,348.5,11.43,293.1,28.74,111.9
2021-01-17 08:00:00,off,off,off,17.0,heat,off,off,14.8,33.8,75.1,winter,4.63,42.7,36.61,191.7,9.72,107.7,15.93,139.5
2021-01-17 12:00:00,off,on,off,18.0,heat,off,off,13.4,64.7,0.0099,winter,8.97,21.7,32.76,128.5,5.28,106.3,37.2,91.6
2021-01-17 14:00:00,off,on,off,16.0,heat,on,off,13.9,92.6,87.4,winter,3.64,32.1,35.77,212.9,4.93,72.5,27.58,59.2
2021-01-17 18:00:00,off,off,off,18.0,heat,off,off,13.4,91.3,0.0056,winter,9.11,44.7,30.02,132.4,7.72,34.5,13.96,91.4
2021-01-17 20:00:00,on,off,off,17.0,heat,on,on,13.1,48.2,0.0042,winter,7.64,36.2,42.35,370.8,14.4,188.5,18.03,154.6
2021-01-18 08:00:00,off,on,off,17.0,heat,off,off,13.2,58.2,47.1,winter,8.92,22.9,34.79,177.5,6.46,89.9,11.4,175.8
2021-01-18 12:00:00,off,off,off,17.0,heat,off,off,14.3,63.7,0.0,winter,6.73,38.1,21.49,192.7,3.93,65.4,15.58,111.7
2021-01-18 14:00:00,off,on,off,17.0,heat,off,off,12.4,82.4,34.5,winter,6.24,40.3,23.83,177.5,9.56,100.8,13.24,101.8
2021-01-18 18:00:00,off,on,off,17.0,heat,on,off,14.2,10.9,0.0081,winter,4.62,33.3,37.13,216.4,3.23,58.4,30.17,48.4
2021-01-18 20:00:00,on,on,off,16.0,heat,on,on,12.9,18.9,0.0019,winter,4.09,41.0,51.85,375.4,19.91,264.2,11.81,115.4
2021-01-19 08:00:00,off,off,off,16.0,heat,on,off,13.0,42.4,36.0,winter,4.96,27.8,31.9,232.1,7.8,119.1,29.69,62.6
2021-01-19 12:00:00,off,off,off,17.0,heat,on,off,13.6,46.9,0.0069,winter,6.34,43.4,29.31,168.2,3.03,86.6,27.66,163.5
2021-01-19 14:00:00,off,off,off,17.0,heat,on,off,12.4,16.7,47.3,winter,7.45,21.5,24.24,223.9,5.71,49.5,10.9,159.6
2021-01-19 18:00:00,off,off,off,17.0,heat,on,off,12.8,37.3,0.0032,winter,4.11,32.4,22.74,222.8,2.45,83.7,24.27,147.9
2021-01-19 20:00:00,on,on,off,16.0,heat,on,on,13.4,41.0,0.0031,winter,2.84,29.8,67.97,395.1,18.95,299.6,19.05,130.1
2021-01-20 08:00:00,off,off,off,16.0,heat,on,off,13.0,40.1,97.7,winter,7.73,16.5,37.87,196.0,8.06,62.8,15.17,104.9
2021-01-20 12:00:00,off,on,off,16.0,heat,off,off,12.1,72.3,0.0046,winter,5.16,23.0,34.9,162.3,8.85,55.4,20.68,46.2
2021-01-20 14:00:00,off,off,off,16.0,heat,on,off,12.3,83.5,63.6,winter,8.39,37.0,29.16,197.2,9.21,72.1,16.43,51.8
2021-01-20 18:00:00,off,off,off,17.0,heat,on,off,12.3,99.4,0.0072,winter,2.69,20.8,32.75,232.1,9.92,100.1,22.45,176.0
2021-01-20 20:00:00,on,off,off,17.0,heat,on,on,14.5,41.2,0.0076,winter,9.9,44.3,79.24,412.3,18.54,240.2,29.85,90.7
2021-01-21 08:00:00,off,on,off,16.0,heat,on,off,12.2,24.7,58.3,winter,2.14,44.0,29.64,238.8,2.47,95.1,37.84,81.6
2021-01-21 12:00:00,off,on,off,17.0,heat,on,off,13.1,60.0,0.0061,winter,5.62,18.9,22.84,154.1,3.26,111.0,12.7,169.7
2021-01-21 14:00:00,off,off,off,17.0,heat,on,off,12.2,72.0,96.1,winter,3.72,41.3,29.03,161.3,2.23,101.2,39.85,112.2
2021-01-21 18:00:00,off,on,off,17.0,heat,off,off,13.5,59.8,0.0029,winter,9.76,21.4,22.32,151.8,7.75,103.8,30.44,30.4
2021-01-21 20:00:00,on,off,off,19.0,heat,on,on,13.8,21.4,0.0044,winter,7.8,38.2,68.25,375.2,17.68,242.8,31.83,42.2
2021-01-22 08:00:00,off,off,off,17.0,heat,off,off,14.7,22.1,21.5,winter,8.83,33.3,28.37,173.0,6.24,110.3,20.35,143.5
2021-01-22 12:00:00,off,on,off,18.0,heat,on,off,14.1,0.7,0.0085,winter,4.46,41.6,30.1,218.7,3.91,98.9,35.77,92.7
2021-01-22 14:00:00,off,on,off,17.0,heat,off,off,12.4,49.9,23.2,winter,2.38,21.7,24.04,158.6,4.63,34.5,27.77,109.1
2021-01-22 18:00:00,off,on,off,18.0,heat,off,off,14.0,9.7,0.0059,winter,8.43,42.8,21.01,195.5,5.62,60.0,33.49,111.9
2021-01-22 20:00:00,on,on,off,19.0,heat,on,on,14.7,2.4,0.0014,winter,7.5,27.1,65.16,381.8,16.56,206.9,23.72,86.8
2021-01-23 08:00:00,off,off,off,19.0,heat,off,off,14.1,71.2,44.9,winter,9.17,31.5,27.75,177.9,2.19,49.3,28.75,58.2
2021-01-23 12:00:00,off,on,off,17.0,heat,off,off,12.2,5.4,0.0099,winter,5.08,18.0,34.37,147.9,9.48,31.8,27.4,157.3
2021-01-23 14:00:00,off,off,off,18.0,heat,on,off,14.1,96.0,95.2,winter,7.27,34.5,23.06,193.9,6.38,70.2,36.94,81.4
2021-01-23 18:00:00,off,off,off,18.0,heat,off,off,13.0,8.7,0.0042,winter,6.54,37.5,22.3,161.1,3.39,49.8,25.04,52.9
2021-01-23 20:00:00,on,off,off,17.0,heat,on,on,13.0,7.5,0.0043,winter,7.42,42.3,78.59,299.1,19.5,272.0,32.54,112.6
2021-01-24 08:00:00,off,off,off,18.0,heat,off,off,12.8,9.5,81.5,winter,7.98,41.5,22.17,128.7,7.23,46.4,29.81,96.8
2021-01-24 12:00:00,off,on,off,19.0,heat,on,off,14.8,55.6,0.0061,winter,4.53,44.4,37.83,140.6,6.77,104.9,29.59,136.5
2021-01-24 14:00:00,off,on,off,17.0,heat,off,off,13.2,14.3,33.2,winter,8.89,16.7,22.12,234.4,7.89,31.6,38.85,148.3
2021-01-24 18:00:00,off,on,off,18.0,heat,on,off,13.6,8.6,0.0058,winter,8.96,38.7,23.06,127.8,7.56,111.8,38.37,45.7
2021-01-24 20:00:00,on,off,off,17.0,heat,on,on,12.3,68.7,0.0099,winter,9.45,41.9,59.66,268.1,14.13,271.5,34.42,44.6
2021-01-25 08:00:00,off,off,off,17.0,heat,off,off,14.7,93.2,85.7,winter,7.32,24.2,33.67,139.6,5.39,102.1,28.16,77.7
2021-01-25 12:00:00,off,off,off,18.0,heat,off,off,13.3,46.2,0.0008,winter,3.39,41.9,29.93,162.1,2.0,46.4,20.38,154.5
2021-01-25 14:00:00,off,on,off,20.0,heat,off,off,14.8,73.2,20.2,winter,5.06,38.7,20.92,225.8,4.71,46.4,16.61,122.1
2021-01-25 18:00:00,off,on,off,17.0,heat,on,off,12.1,52.4,0.0049,winter,5.75,19.4,29.16,213.9,6.1,105.3,31.55,57.5
2021-01-25 20:00:00,on,off,off,16.0,heat,on,on,13.5,27.9,0.0084,winter,7.02,20.2,74.03,400.1,11.18,296.8,38.59,152.3
2021-01-26 08:00:00,off,off,off,18.0,heat,on,off,14.6,26.9,69.9,winter,4.66,21.2,25.12,176.1,4.48,106.5,16.2,44.3
2021-01-26 12:00:00,off,off,off,17.0,heat,on,off,12.1,21.1,0.0038,winter,9.69,29.1,22.96,122.3,7.55,50.8,36.06,149.3
2021-01-26 14:00:00,off,on,off,19.0,heat,on,off,14.6,28.1,55.8,winter,2.43,19.7,30.77,166.2,7.56,93.4,36.98,138.7
2021-01-26 18:00:00,off,on,off,16.0,heat,off,off,12.3,37.5,0.0024,winter,5.36,30.1,32.93,206.3,7.57,64.3,18.01,110.0
2021-01-26 20:00:00,on,on,off,18.0,heat,on,on,13.9,34.4,0.0074,winter,2.15,42.5,43.62,396.0,17.7,243.2,33.45,165.4
2021-01-27 08:00:00,off,on,off,18.0,heat,on,off,13.5,96.4,88.8,winter,9.61,31.2,24.51,125.2,3.87,73.4,16.81,172.6
2021-01-27 12:00:00,off,on,off,17.0,heat,off,off,14.8,19.4,0.0077,winter,2.77,15.5,25.83,190.3,4.29,91.4,10.72,34.5
2021-01-27 14:00:00,off,off,off,17.0,heat,off,off,14.1,30.1,35.5,winter,9.19,19.4,22.57,174.7,8.5,118.1,31.49,115.0
2021-01-27 18:00:00,off,off,off,17.0,heat,on,off,13.0,59.2,0.0022,winter,3.08,28.8,32.38,190.4,7.69,35.3,16.65,73.3
2021-01-27 20:00:00,on,off,off,16.0,heat,on,on,14.1,66.1,0.0057,winter,6.15,38.8,57.3,460.0,13.84,259.4,39.41,100.9
2021-01-28 08:00:00,off,on,off,18.0,heat,on,off,13.4,1.8,45.9,winter,9.13,23.8,30.53,201.0,4.99,99.7,38.88,81.5
2021-01-28 12:00:00,off,off,off,17.0,heat,on,off,13.9,96.6,0.0098,winter,3.72,23.9,20.2,121.1,9.29,103.1,15.86,78.5
2021-01-28 14:00:00,off,off,off,18.0,heat,off,off,14.0,21.8,45.5,winter,8.26,29.1,33.86,151.0,4.2,30.1,35.77,94.7
2021-01-28 18:00:00,off,on,off,19.0,heat,off,off,14.2,9.6,0.0064,winter,2.91,38.8,23.58,234.1,7.18,53.2,30.14,136.7
2021-01-28 20:00:00,on,off,off,18.0,heat,on,on,14.8,10.0,0.0048,winter,4.4,44.9,74.12,343.3,14.62,234.8,26.21,56.5
2021-01-29 08:00:00,off,off,off,17.0,heat,off,off,13.7,17.2,34.8,winter,8.33,25.6,28.39,180.8,2.16,33.3,24.45,82.6
2021-01-29 12:00:00,off,on,off,18.0,heat,off,off,13.1,47.1,0.0055,winter,9.93,44.1,28.2,228.1,6.95,110.3,21.9,123.7
2021-01-29 14:00:00,off,on,off,18.0,heat,off,off,14.3,80.8,25.6,winter,9.51,18.5,20.62,188.0,9.67,36.0,21.3,133.1
2021-01-29 18:00:00,off,on,off,17.0,heat,off,off,13.1,82.5,0.0011,winter,6.03,28.9,21.62,178.4,2.91,114.5,10.91,142.9
2021-01-29 20:00:00,on,off,off,16.0,heat,on,on,14.5,26.6,0.0067,winter,8.62,40.0,74.95,476.5,11.4,180.2,23.8,54.4
2021-01-30 08:00:00,off,on,off,17.0,heat,on,off,14.6,86.6,75.6,winter,2.49,34.6,22.29,195.2,9.46,31.8,32.58,103.7
2021-01-30 12:00:00,off,off,off,17.0,heat,on,off,12.9,34.4,0.0035,winter,3.98,24.7,23.38,209.0,3.35,32.6,19.77,130.1
2021-01-30 14:00:00,off,on,off,17.0,heat,off,off,14.6,79.7,93.5,winter,4.36,25.2,27.87,186.6,4.14,78.2,14.37,37.1
2021-01-30 18:00:00,off,on,off,19.0,heat,on,off,14.8,36.8,0.0087,winter,3.99,34.4,26.25,131.7,8.61,48.5,18.69,130.3
2021-01-30 20:00:00,on,on,off,16.0,heat,on,on,12.2,48.6,0.0059,winter,7.45,34.2,50.06,267.3,10.7,296.9,19.22,165.9
2021-01-31 08:00:00,off,on,off,16.0,heat,on,off,13.5,52.1,93.4,winter,9.47,16.7,26.19,199.9,6.66,50.0,38.92,140.9
2021-01-31 12:00:00,off,on,off,16.0,heat,off,off,12.2,41.5,0.0026,winter,3.94,44.2,31.14,145.6,8.29,46.9,37.05,109.4
2021-01-31 14:00:00,off,on,off,18.0,heat,off,off,13.6,53.2,97.0,winter,6.2,39.8,23.19,222.9,3.17,103.1,33.71,123.6
2021-01-31 18:00:00,off,off,off,17.0,heat,on,off,13.4,24.7,0.0081,winter,8.68,17.4,33.55,188.3,3.27,75.0,24.27,98.8
2021-01-31 20:00:00,on,off,off,19.0,heat,on,on,14.4,86.1,0.0044,winter,2.91,33.1,72.02,476.1,14.34,251.0,12.92,170.3
2021-02-01 08:00:00,off,off,off,17.0,heat,on,off,13.9,2.3,79.3,winter,3.96,26.9,10.77,102.6,2.77,76.4,33.11,151.2
2021-02-01 12:00:00,off,on,off,16.0,heat,off,off,14.2,13.7,0.0038,winter,5.69,28.1,19.57,67.4,6.51,37.5,38.8,127.2
2021-02-01 14:00:00,off,off,off,17.0,heat,on,off,13.8,60.4,20.5,winter,3.51,34.7,13.79,65.3,6.81,68.0,14.35,88.8
2021-02-01 18:00:00,off,on,off,17.0,heat,on,off,13.1,97.0,0.0026,winter,2.66,20.8,18.62,102.1,5.47,36.8,36.39,153.0
2021-02-01 20:00:00,on,off,off,18.0,heat,on,on,14.2,78.8,0.0079,winter,4.53,36.2,25.6,206.3,11.99,235.5,34.24,56.1
2021-02-02 08:00:00,off,off,off,17.0,heat,on,off,13.6,84.0,91.1,winter,6.51,22.8,16.6,61.8,2.04,108.2,31.58,155.7
2021-02-02 12:00:00,off,off,off,18.0,heat,on,off,13.7,45.0,0.0061,winter,3.42,21.0,11.06,111.6,9.1,66.0,29.98,151.6
2021-02-02 14:00:00,off,on,off,16.0,heat,on,off,12.3,45.9,27.1,winter,4.73,44.3,18.25,93.0,2.63,74.1,20.13,171.0
2021-02-02 18:00:00,off,off,off,16.0,heat,off,off,13.0,83.5,0.0087,winter,3.0,17.4,11.26,93.8,5.79,72.2,35.08,174.2
2021-02-02 20:00:00,on,off,off,16.0,heat,on,on,14.2,49.8,0.008,winter,6.9,39.6,30.68,133.3,13.44,239.0,35.69,156.9
2021-02-03 08:00:00,off,off,off,17.0,heat,off,off,12.4,58.9,78.8,winter,5.53,32.5,11.98,98.1,7.08,72.7,24.59,73.4
2021-02-03 12:00:00,off,off,off,18.0,heat,on,off,12.9,66.4,0.0004,winter,7.72,43.2,14.46,67.0,4.83,64.2,29.14,51.3
2021-02-03 14:00:00,off,off,off,17.0,heat,on,off,14.6,72.8,60.0,winter,2.74,38.6,10.15,83.5,4.84,58.2,37.01,151.5
2021-02-03 18:00:00,off,off,off,17.0,heat,on,off,13.4,11.5,0.0042,winter,2.01,28.2,18.48,117.5,9.1,117.4,10.43,124.6
2021-02-03 20:00:00,on,off,off,18.0,heat,on,on,13.4,62.4,0.0053,winter,6.89,17.3,34.65,143.8,10.93,200.9,12.35,108.3
2021-02-04 08:00:00,off,on,off,17.0,heat,off,off,12.4,16.7,59.8,winter,8.5,30.0,18.76,74.5,8.91,81.4,31.67,65.2
2021-02-04 12:00:00,off,off,off,16.0,heat,on,off,12.1,59.2,0.003,winter,4.24,40.1,15.63,109.6,5.33,104.2,38.83,93.1
2021-02-04 14:00:00,off,on,off,18.0,heat,off,off,14.8,62.4,36.3,winter,2.13,38.0,15.88,68.9,3.14,42.5,27.05,35.5
2021-02-04 18:00:00,off,off,off,16.0,heat,on,off,12.6,39.4,0.0095,winter,5.79,42.8,13.4,105.4,2.8,64.6,39.31,144.1
2021-02-04 20:00:00,on,off,off,18.0,heat,on,on,13.2,41.7,0.0053,winter,7.93,29.1,35.78,146.0,16.5,207.3,25.33,72.6
2021-02-05 08:00:00,off,off,off,16.0,heat,off,off,12.8,18.8,86.1,winter,2.67,41.2,16.16,80.9,2.92,108.8,14.11,82.6
2021-02-05 12:00:00,off,on,off,17.0,heat,off,off,13.2,70.4,0.0062,winter,9.87,40.1,14.41,105.0,6.46,37.4,25.35,159.4
2021-02-05 14:00:00,off,off,off,16.0,heat,off,off,12.3,15.7,44.2,winter,6.33,22.6,14.61,84.8,2.16,93.2,15.23,52.9
2021-02-05 18:00:00,off,on,off,17.0,heat,off,off,14.7,8.3,0.0086,winter,5.04,16.5,17.96,80.6,6.29,30.4,16.77,177.8
2021-02-05 20:00:00,on,off,off,16.0,heat,on,on,14.9,91.6,0.003,winter,5.74,23.1,33.92,200.5,10.37,254.7,25.39,60.1
2021-02-06 08:00:00,off,on,off,17.0,heat,on,off,14.1,39.6,34.2,winter,6.34,25.5,11.67,63.3,6.51,92.2,37.84,96.7
2021-02-06 12:00:00,off,off,off,17.0,heat,off,off,13.1,62.0,0.0059,winter,7.13,30.3,11.25,114.3,2.31,32.1,31.34,123.9
2021-02-06 14:00:00,off,off,off,18.0,heat,off,off,13.4,94.4,37.7,winter,5.27,32.3,17.11,116.5,3.19,35.0,26.29,79.9
2021-02-06 18:00:00,off,off,off,16.0,heat,on,off,14.4,69.6,0.0066,winter,9.69,30.3,16.14,109.7,7.38,56.6,19.97,42.5
2021-02-06 20:00:00,on,off,off,20.0,heat,on,on,14.9,83.8,0.0072,winter,2.17,24.4,29.87,165.1,18.3,268.3,11.67,163.1
2021-02-07 08:00:00,off,off,off,17.0,heat,on,off,12.6,0.1,94.9,winter,3.38,31.4,17.73,117.4,8.55,35.1,22.78,158.6
2021-02-07 12:00:00,off,on,off,16.0,heat,on,off,12.7,53.3,0.0087,winter,9.91,26.1,19.91,117.4,9.04,111.1,23.49,177.2
2021-02-07 14:00:00,off,on,off,18.0,heat,off,off,13.4,2.7,60.9,winter,3.45,18.4,17.03,78.9,3.73,112.8,25.76,32.0
2021-02-07 18:00:00,off,off,off,18.0,heat,on,off,13.0,5.7,0.0056,winter,7.22,20.1,17.88,70.2,5.57,40.7,16.78,47.1
2021-02-07 20:00:00,on,on,off,17.0,heat,on,on,12.7,74.1,0.0093,winter,7.36,42.4,29.54,189.5,13.42,251.9,39.78,108.4
2021-02-08 08:00:00,off,off,off,18.0,heat,on,off,14.7,53.9,63.2,winter,9.87,42.9,18.97,105.0,6.3,80.6,19.62,79.8
